InvoiceNo,StockCode,Description,Quantity,UnitPrice,importe_linea,CustomerID,Country,mes_compra,dia_semana,alto_valor_transaccion
570465,21808,CHRISTMAS GARLAND STARS TREES,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,10,0,0
546388,22074,6 RIBBONS SHIMMERING PINKS,4,2.46,9.84,SIN_CLIENTE,UNITED KINGDOM,3,4,0
559174,78124,MAGAZINE RACK GEBRA ASSORTED,24,1.25,30.0,18263,UNITED KINGDOM,7,3,1
538146,20676,RED RETROSPOT BOWL,8,1.25,10.0,15596,UNITED KINGDOM,12,3,1
543653,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,4.95,4.95,14796,UNITED KINGDOM,2,4,0
551276,85144,JARDIN ETCHED GLASS CHEESE DISH,2,1.95,3.9,16016,UNITED KINGDOM,4,2,0
579777,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,1.24,4.96,SIN_CLIENTE,UNITED KINGDOM,11,2,0
560398,22561,WOODEN SCHOOL COLOURING SET,24,1.65,39.599999999999994,12731,FRANCE,7,0,1
553198,23230,WRAP ALPHABET DESIGN,25,0.42,10.5,13752,UNITED KINGDOM,5,6,1
558702,22970,LONDON BUS COFFEE MUG,6,2.55,15.299999999999999,12748,UNITED KINGDOM,7,4,1
560109,84251G,GREETING CARD OVERCROWDED POOL,12,0.19,2.2800000000000002,13491,UNITED KINGDOM,7,4,0
577050,85034C,3 ROSE MORRIS BOXED CANDLES,24,1.25,30.0,14191,UNITED KINGDOM,11,3,1
580981,22383,LUNCH BAG SUKI DESIGN,10,1.65,16.5,16201,UNITED KINGDOM,12,1,1
539436,22305,COFFEE MUG PINK PAISLEY DESIGN,2,5.06,10.12,SIN_CLIENTE,UNITED KINGDOM,12,4,1
537131,22638,SET OF 4 NAPKIN CHARMS CROWNS,1,2.55,2.55,15716,UNITED KINGDOM,12,6,0
568075,22055,MINI CAKE STAND HANGING STRAWBERY,1,1.65,1.65,14652,UNITED KINGDOM,9,4,0
553666,POST,POSTAGE,2,18.0,36.0,12679,FRANCE,5,2,1
573151,23367,SET 12 COLOUR PENCILS SPACEBOY,4,0.65,2.6,17602,UNITED KINGDOM,10,3,0
539318,84992,72 SWEETHEART FAIRY CAKE CASES,72,0.55,39.6,12348,FINLAND,12,3,1
564150,48185,DOORMAT FAIRY CAKE,4,7.95,31.8,14936,CHANNEL ISLANDS,8,1,1
537231,22867,HAND WARMER BIRD DESIGN,12,2.1,25.200000000000003,13652,UNITED KINGDOM,12,0,1
562341,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2,0.83,1.66,15005,UNITED KINGDOM,8,3,0
555201,20974,12 PENCILS SMALL TUBE SKULL,24,0.65,15.600000000000001,16969,UNITED KINGDOM,6,2,1
568517,21943,CAKES AND RABBITS DESIGN FLANNEL,2,0.85,1.7,14456,UNITED KINGDOM,9,1,0
558073,21931,JUMBO STORAGE BAG SUKI,10,2.08,20.8,13004,UNITED KINGDOM,6,4,1
553162,22183,CAKE STAND VICTORIAN FILIGREE MED,2,5.79,11.58,SIN_CLIENTE,UNITED KINGDOM,5,4,1
555149,20981,12 PENCILS TALL TUBE WOODLAND,11,1.63,17.93,SIN_CLIENTE,UNITED KINGDOM,5,1,1
562104,21243,PINK POLKADOT PLATE,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,8,1,0
559679,22620,4 TRADITIONAL SPINNING TOPS,12,1.45,17.4,15265,UNITED KINGDOM,7,0,1
571291,48173C,DOORMAT BLACK FLOCK,1,8.25,8.25,13610,UNITED KINGDOM,10,6,0
554075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,35.400000000000006,16038,UNITED KINGDOM,5,6,1
552270,22461,SAVOY ART DECO CLOCK,1,12.75,12.75,16928,UNITED KINGDOM,5,6,1
538827,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,3.39,40.68,14298,UNITED KINGDOM,12,1,1
565222,85099C,JUMBO BAG BAROQUE BLACK WHITE,100,1.79,179.0,13629,UNITED KINGDOM,9,3,1
553545,22386,JUMBO BAG PINK POLKADOT,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,5,1,0
544205,22839,3 TIER CAKE TIN GREEN AND CREAM,1,29.17,29.17,SIN_CLIENTE,UNITED KINGDOM,2,3,1
576618,23367,SET 12 COLOUR PENCILS SPACEBOY,4,1.25,5.0,SIN_CLIENTE,UNITED KINGDOM,11,1,0
540813,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,13.919999999999998,14669,UNITED KINGDOM,1,1,1
578516,16235,RECYCLED PENCIL WITH RABBIT ERASER,10,0.21,2.1,14591,UNITED KINGDOM,11,3,0
572810,22598,CHRISTMAS MUSICAL ZINC TREE,72,0.29,20.88,13644,UNITED KINGDOM,10,2,1
565198,22998,TRAVEL CARD WALLET KEEP CALM,48,0.42,20.16,16729,UNITED KINGDOM,9,3,1
553556,23083,SET 6 PAPER TABLE LANTERN STARS,1,3.75,3.75,17530,UNITED KINGDOM,5,1,0
567806,22169,FAMILY ALBUM WHITE PICTURE FRAME,16,5.64,90.24,18102,UNITED KINGDOM,9,3,1
562984,84078A,SET 4 WHITE RETRO STORAGE CUBES,1,39.95,39.95,17841,UNITED KINGDOM,8,3,1
567901,21719,LOVELY BONBON STICKER SHEET,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,9,3,0
558066,21915,RED HARMONICA IN BOX,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,6,4,0
565479,21621,VINTAGE UNION JACK BUNTING,4,8.5,34.0,13999,UNITED KINGDOM,9,0,1
561884,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,0.83,1.66,15453,UNITED KINGDOM,7,6,0
576521,22867,HAND WARMER BIRD DESIGN,24,2.1,50.400000000000006,18259,UNITED KINGDOM,11,1,1
580482,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,0.39,1.56,16033,UNITED KINGDOM,12,6,0
554268,85099F,JUMBO BAG STRAWBERRY,3,2.08,6.24,15311,UNITED KINGDOM,5,0,0
539958,85169A,IVORY LOVE BIRD CANDLE,1,0.85,0.85,SIN_CLIENTE,UNITED KINGDOM,12,3,0
552000,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,5.83,5.83,SIN_CLIENTE,UNITED KINGDOM,5,3,0
545913,84988,SET OF 72 PINK HEART PAPER DOILIES,12,1.45,17.4,16779,UNITED KINGDOM,3,1,1
557117,21121,SET 10 RED POLKADOT PARTY CANDLES,24,1.25,30.0,14849,UNITED KINGDOM,6,3,1
557959,48173C,DOORMAT BLACK FLOCK,3,7.95,23.85,17351,UNITED KINGDOM,6,3,1
539434,21658,GLASS BEURRE DISH,1,8.47,8.47,SIN_CLIENTE,UNITED KINGDOM,12,4,0
577359,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2.1,4.2,14903,UNITED KINGDOM,11,4,0
541696,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,1,3,0
554278,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,3.29,3.29,13831,UNITED KINGDOM,5,0,0
564095,23032,DOORKNOB CRACKED GLAZE IVORY,6,1.65,9.899999999999999,14930,CHANNEL ISLANDS,8,1,0
537144,22759,SET OF 3 NOTEBOOKS IN PARCEL,3,1.65,4.949999999999999,15880,UNITED KINGDOM,12,6,0
550322,22362,GLASS JAR PEACOCK BATH SALTS,1,2.95,2.95,14524,UNITED KINGDOM,4,6,0
550458,21899,KEY FOB GARAGE DESIGN,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,4,0,0
575947,23198,PANTRY MAGNETIC SHOPPING LIST,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,11,6,0
561043,22795,SWEETHEART RECIPE BOOK STAND,2,6.75,13.5,15708,UNITED KINGDOM,7,6,1
569123,22197,POPCORN HOLDER,3,0.85,2.55,12748,UNITED KINGDOM,9,4,0
573913,22423,REGENCY CAKESTAND 3 TIER,2,12.75,25.5,17653,UNITED KINGDOM,11,1,1
580697,21264,WHITE GOOSE FEATHER TREE 60CM,3,1.95,5.85,15984,UNITED KINGDOM,12,0,0
555149,21912,VINTAGE SNAKES LADDERS,1,7.46,7.46,SIN_CLIENTE,UNITED KINGDOM,5,1,0
559679,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,15265,UNITED KINGDOM,7,0,1
563193,47367B,PAIR PADDED HANGERS PINK CHECK,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,8,4,0
578702,23282,FOLDING BUTTERFLY MIRROR IVORY,12,0.83,9.959999999999999,15382,UNITED KINGDOM,11,4,1
557885,23308,SET OF 60 VINTAGE LEAF CAKE CASES,24,0.55,13.200000000000001,12465,BELGIUM,6,3,1
560773,22421,LIPSTICK PEN FUSCHIA,1,0.83,0.83,SIN_CLIENTE,UNITED KINGDOM,7,2,0
539579,21429,RED GINGHAM ROSE JEWELLERY BOX,6,1.65,9.899999999999999,16713,UNITED KINGDOM,12,0,0
579174,22029,SPACEBOY BIRTHDAY CARD,12,0.42,5.04,13266,UNITED KINGDOM,11,0,0
537823,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,69,1.25,86.25,SIN_CLIENTE,UNITED KINGDOM,12,2,1
564842,85015,SET OF 12 VINTAGE POSTCARD SET,24,0.65,15.600000000000001,16133,UNITED KINGDOM,8,1,1
566240,23337,EGG FRYING PAN MINT,1,2.08,2.08,14508,UNITED KINGDOM,9,6,0
577850,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,1.45,17.4,14911,EIRE,11,1,1
553156,22518,CHILDS GARDEN BRUSH BLUE,1,2.1,2.1,17841,UNITED KINGDOM,5,4,0
577521,23320,GIANT 50 S CHRISTMAS CRACKER,2,2.89,5.78,16411,UNITED KINGDOM,11,6,0
536876,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,14.43,14.43,SIN_CLIENTE,UNITED KINGDOM,12,4,1
553856,21558,SKULL LUNCH BOX WITH CUTLERY,1,2.55,2.55,16813,UNITED KINGDOM,5,3,0
573918,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2.95,23.6,17576,UNITED KINGDOM,11,1,1
537892,22468,BABUSHKA LIGHTS STRING OF 10,2,6.75,13.5,12481,GERMANY,12,3,1
576051,23296,SET OF 6 TEA TIME BAKING CASES,16,1.25,20.0,14911,EIRE,11,6,1
538524,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,5.91,11.82,SIN_CLIENTE,UNITED KINGDOM,12,0,1
579261,23583,LUNCH BAG PAISLEY PARK,10,1.65,16.5,13429,UNITED KINGDOM,11,1,1
559055,20977,36 PENCILS TUBE WOODLAND,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,7,1,0
571028,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,1.25,2.5,16770,UNITED KINGDOM,10,3,0
557886,84692,BOX OF 24 COCKTAIL PARASOLS,5,0.42,2.1,17799,UNITED KINGDOM,6,3,0
538656,21874,GIN AND TONIC MUG,1,1.25,1.25,17371,UNITED KINGDOM,12,0,0
577051,23349,ROLL WRAP VINTAGE CHRISTMAS,2,1.25,2.5,14034,UNITED KINGDOM,11,3,0
550829,85135C,RED DRAGONFLY HELICOPTER,1,7.95,7.95,17841,UNITED KINGDOM,4,3,0
558812,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,16265,UNITED KINGDOM,7,0,1
556042,23153,ZINC SWEETHEART WIRE LETTER RACK,2,3.75,7.5,14367,UNITED KINGDOM,6,2,0
552817,47590B,PINK HAPPY BIRTHDAY BUNTING,6,5.45,32.7,13136,UNITED KINGDOM,5,2,1
553194,71279,PINK GLASS CANDLEHOLDER,6,2.95,17.700000000000003,16283,UNITED KINGDOM,5,6,1
575507,22425,ENAMEL COLANDER CREAM,3,4.95,14.850000000000001,17197,UNITED KINGDOM,11,3,1
566871,22979,PANTRY WASHING UP BRUSH,12,1.45,17.4,17047,UNITED KINGDOM,9,3,1
562584,21621,VINTAGE UNION JACK BUNTING,4,8.5,34.0,13752,UNITED KINGDOM,8,6,1
565156,23296,SET OF 6 TEA TIME BAKING CASES,8,1.25,10.0,13045,UNITED KINGDOM,9,3,1
538177,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,3,3.36,10.08,SIN_CLIENTE,UNITED KINGDOM,12,4,1
571224,22142,CHRISTMAS CRAFT WHITE FAIRY,12,1.45,17.4,13136,UNITED KINGDOM,10,4,1
541696,22156,HEART DECORATION WITH PEARLS,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,1,3,0
580986,POST,POSTAGE,4,18.0,72.0,12650,FRANCE,12,1,1
574940,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,4.95,29.700000000000003,14929,UNITED KINGDOM,11,0,1
552322,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2.08,20.8,17049,UNITED KINGDOM,5,0,1
560018,23015,CORDIAL GLASS JUG,1,8.25,8.25,15987,UNITED KINGDOM,7,3,0
540646,37446,MINI CAKE STAND WITH HANGING CAKES,3,3.36,10.08,SIN_CLIENTE,UNITED KINGDOM,1,0,1
576329,21313,GLASS HEART T-LIGHT HOLDER,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,11,0,0
568716,22338,STAR DECORATION PAINTED ZINC,4,0.63,2.52,SIN_CLIENTE,UNITED KINGDOM,9,2,0
548405,21259,VICTORIAN SEWING BOX SMALL,2,5.95,11.9,17088,UNITED KINGDOM,3,3,1
578515,22227,HANGING HEART MIRROR DECORATION,1,0.65,0.65,16885,UNITED KINGDOM,11,3,0
550473,84692,BOX OF 24 COCKTAIL PARASOLS,2,0.42,0.84,14623,UNITED KINGDOM,4,0,0
559979,16045,POPART WOODEN PENCILS ASST,100,0.04,4.0,14862,UNITED KINGDOM,7,3,0
571290,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,3.75,90.0,17183,UNITED KINGDOM,10,6,1
536395,22727,ALARM CLOCK BAKELIKE RED,8,3.75,30.0,13767,UNITED KINGDOM,12,2,1
566771,22113,GREY HEART HOT WATER BOTTLE,4,4.25,17.0,15322,UNITED KINGDOM,9,3,1
554526,22714,CARD BIRTHDAY COWBOY,5,0.42,2.1,SIN_CLIENTE,UNITED KINGDOM,5,1,0
577382,21086,SET 6 RED SPOTTY PAPER CUPS,6,0.65,3.9000000000000004,17961,UNITED KINGDOM,11,4,0
578949,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1,4.25,4.25,14954,UNITED KINGDOM,11,6,0
578441,22465,HANGING METAL STAR LANTERN,48,1.45,69.6,17133,UNITED KINGDOM,11,3,1
550473,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2.08,2.08,14623,UNITED KINGDOM,4,0,0
554076,47566,PARTY BUNTING,4,4.95,19.8,16556,UNITED KINGDOM,5,6,1
545408,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,4.25,102.0,15067,UNITED KINGDOM,3,2,1
564367,15056N,EDWARDIAN PARASOL NATURAL,9,5.95,53.550000000000004,12712,GERMANY,8,3,1
556437,22630,DOLLY GIRL LUNCH BOX,20,1.95,39.0,14077,UNITED KINGDOM,6,4,1
573509,23344,JUMBO BAG 50 S CHRISTMAS,10,2.08,20.8,16169,UNITED KINGDOM,10,0,1
581179,21731,RED TOADSTOOL LED NIGHT LIGHT,60,1.65,99.0,12471,GERMANY,12,2,1
574074,22758,LARGE PURPLE BABUSHKA NOTEBOOK,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,11,2,0
550636,23199,JUMBO BAG APPLES,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,4,1,0
543554,20685,DOORMAT RED RETROSPOT,10,6.75,67.5,14733,UNITED KINGDOM,2,3,1
540640,22424,ENAMEL BREAD BIN CREAM,1,12.75,12.75,14527,UNITED KINGDOM,1,0,1
540848,22638,SET OF 4 NAPKIN CHARMS CROWNS,2,1.66,3.32,SIN_CLIENTE,UNITED KINGDOM,1,2,0
566869,23343,JUMBO BAG VINTAGE CHRISTMAS,10,2.08,20.8,13658,UNITED KINGDOM,9,3,1
575930,22207,FRYING PAN UNION FLAG,2,8.29,16.58,SIN_CLIENTE,UNITED KINGDOM,11,4,1
539337,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,2.1,25.200000000000003,SIN_CLIENTE,EIRE,12,4,1
579512,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,11,1,0
567671,21172,PARTY METAL SIGN,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,9,2,0
563012,23002,TRAVEL CARD WALLET SKULLS,10,0.42,4.2,17284,UNITED KINGDOM,8,3,0
560437,23322,LARGE WHITE HEART OF WICKER,6,2.95,17.700000000000003,13940,UNITED KINGDOM,7,0,1
545188,22549,PICTURE DOMINOES,3,1.45,4.35,14056,UNITED KINGDOM,2,0,0
553556,22835,HOT WATER BOTTLE I AM SO POORLY,2,4.65,9.3,17530,UNITED KINGDOM,5,1,0
536500,22630,DOLLY GIRL LUNCH BOX,2,1.95,3.9,17377,UNITED KINGDOM,12,2,0
569110,23348,CHILDRENS TOY COOKING UTENSIL SET,6,2.08,12.48,17675,UNITED KINGDOM,9,4,1
581285,23076,ICE CREAM SUNDAE LIP GLOSS,24,1.25,30.0,13394,UNITED KINGDOM,12,3,1
551057,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16942,UNITED KINGDOM,4,1,0
538349,22974,CHILDRENS DOLLY GIRL MUG,1,3.36,3.36,SIN_CLIENTE,UNITED KINGDOM,12,4,0
539958,22280,POCKET BAG PINK PAISELY BROWN SPOT,7,0.85,5.95,SIN_CLIENTE,UNITED KINGDOM,12,3,0
570690,22961,JAM MAKING SET PRINTED,4,3.29,13.16,SIN_CLIENTE,UNITED KINGDOM,10,1,1
565233,21327,SKULLS WRITING SET,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,9,4,0
575612,22865,HAND WARMER OWL DESIGN,12,2.1,25.200000000000003,17416,UNITED KINGDOM,11,3,1
581219,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2.92,2.92,SIN_CLIENTE,UNITED KINGDOM,12,3,0
564536,85049F,BABY BOOM RIBBONS,3,1.25,3.75,13159,UNITED KINGDOM,8,3,0
541993,22358,KINGS CHOICE TEA CADDY,2,5.79,11.58,SIN_CLIENTE,UNITED KINGDOM,1,1,1
547860,84884A,ANT WHITE WIRE HEART SPIRAL,2,3.95,7.9,17625,UNITED KINGDOM,3,6,0
539920,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,3,2.55,7.6499999999999995,14085,UNITED KINGDOM,12,3,0
574260,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,12.75,12.75,13014,UNITED KINGDOM,11,3,1
571937,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,0.39,4.68,14911,EIRE,10,3,0
542237,21976,PACK OF 60 MUSHROOM CAKE CASES,24,0.55,13.200000000000001,12347,ICELAND,1,2,1
569089,22571,ROCKING HORSE RED CHRISTMAS,11,0.85,9.35,13764,UNITED KINGDOM,9,4,0
555199,22430,ENAMEL WATERING CAN CREAM,1,4.95,4.95,14606,UNITED KINGDOM,6,2,0
561366,84997B,CHILDRENS CUTLERY RETROSPOT RED,4,4.15,16.6,15152,UNITED KINGDOM,7,1,1
565235,23233,WRAP POPPIES DESIGN,25,0.42,10.5,13418,UNITED KINGDOM,9,4,1
580404,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,0.83,13.28,13596,UNITED KINGDOM,12,6,1
549259,22086,PAPER CHAIN KIT 50 S CHRISTMAS,6,2.95,17.700000000000003,13712,UNITED KINGDOM,4,3,1
572023,22567,20 DOLLY PEGS RETROSPOT,1,1.45,1.45,17764,UNITED KINGDOM,10,3,0
580317,20725,LUNCH BAG RED RETROSPOT,20,1.65,33.0,13458,UNITED KINGDOM,12,4,1
560105,85203,HANGING WOOD AND FELT BUTTERFLY,2,0.42,0.84,16794,UNITED KINGDOM,7,3,0
564758,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,8,1,0
572030,22624,IVORY KITCHEN SCALES,2,8.5,17.0,14923,UNITED KINGDOM,10,3,1
547383,22564,ALPHABET STENCIL CRAFT,12,1.25,15.0,12613,GERMANY,3,1,1
539446,21424,WOODLAND STORAGE BOX LARGE,6,2.95,17.700000000000003,12705,GERMANY,12,4,1
553485,23067,HANGING ENGRAVED METAL HEART,4,4.15,16.6,13208,UNITED KINGDOM,5,1,1
548732,47566,PARTY BUNTING,4,4.95,19.8,16142,UNITED KINGDOM,4,0,1
570102,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2.1,12.600000000000001,16455,UNITED KINGDOM,10,4,1
548166,22379,RECYCLING BAG RETROSPOT,3,4.96,14.879999999999999,SIN_CLIENTE,UNITED KINGDOM,3,1,1
540352,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,2,1.66,3.32,SIN_CLIENTE,UNITED KINGDOM,1,3,0
539439,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,3.75,15.0,13869,UNITED KINGDOM,12,4,1
537334,72801G,4 BURGUNDY WINE DINNER CANDLES,2,1.25,2.5,16719,UNITED KINGDOM,12,0,0
544337,22355,CHARLOTTE BAG SUKI DESIGN,10,0.85,8.5,13425,UNITED KINGDOM,2,4,0
566163,23229,VINTAGE DONKEY TAIL GAME,6,3.75,22.5,12637,FRANCE,9,4,1
573320,23545,WRAP RED VINTAGE DOILY,25,0.42,10.5,15513,UNITED KINGDOM,10,6,1
573744,23439,HAND WARMER RED LOVE HEART,12,2.1,25.200000000000003,17733,UNITED KINGDOM,11,1,1
571372,22436,12 COLOURED PARTY BALLOONS,1,0.65,0.65,17201,UNITED KINGDOM,10,0,0
536551,22659,LUNCH BOX I LOVE LONDON,1,1.95,1.95,17346,UNITED KINGDOM,12,2,0
562106,84192,ASSORTED COLOUR METAL CAT,1,1.25,1.25,14076,UNITED KINGDOM,8,1,0
575930,22669,RED BABY BUNTING,1,5.79,5.79,SIN_CLIENTE,UNITED KINGDOM,11,4,0
555275,84907,PINK YELLOW PATCH CUSHION COVER,1,5.79,5.79,SIN_CLIENTE,UNITED KINGDOM,6,2,0
553894,22432,WATERING CAN PINK BUNNY,6,1.95,11.7,13658,UNITED KINGDOM,5,3,1
545830,22498,WOODEN REGATTA BUNTING,1,5.95,5.95,17634,UNITED KINGDOM,3,0,0
571275,23356,LOVE HOT WATER BOTTLE,8,5.95,47.6,15994,UNITED KINGDOM,10,6,1
544586,22219,LOVEBIRD HANGING DECORATION WHITE,5,0.85,4.25,17338,UNITED KINGDOM,2,0,0
569261,22991,GIRAFFE WOODEN RULER,3,1.95,5.85,17321,UNITED KINGDOM,10,0,0
540176,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,3.39,244.08,17511,UNITED KINGDOM,1,2,1
555509,23075,PARLOUR CERAMIC WALL HOOK,30,4.15,124.50000000000001,13435,UNITED KINGDOM,6,4,1
579458,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,16549,UNITED KINGDOM,11,1,0
559923,85131B,BEADED CRYSTAL HEART GREEN ON STICK,5,0.83,4.1499999999999995,SIN_CLIENTE,UNITED KINGDOM,7,2,0
538365,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,9,3.75,33.75,17243,UNITED KINGDOM,12,6,1
537603,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.95,35.400000000000006,14673,UNITED KINGDOM,12,1,1
545897,84375,SET OF 20 KIDS COOKIE CUTTERS,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,3,0,0
570246,21262,WHITE GOOSE FEATHER CHRISTMAS TREE,1,2.95,2.95,16921,UNITED KINGDOM,10,6,0
568712,21217,RED RETROSPOT ROUND CAKE TINS,2,9.95,19.9,17841,UNITED KINGDOM,9,2,1
541670,22274,FELTCRAFT DOLL EMILY,48,2.55,122.39999999999999,14911,EIRE,1,3,1
541265,84459A,PINK METAL CHICKEN HEART,1,1.49,1.49,17609,UNITED KINGDOM,1,6,0
568553,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,0.83,6.64,15674,UNITED KINGDOM,9,1,0
558066,21481,FAWN BLUE HOT WATER BOTTLE,1,5.79,5.79,SIN_CLIENTE,UNITED KINGDOM,6,4,0
570640,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,19.799999999999997,12474,GERMANY,10,1,1
538280,22055,MINI CAKE STAND HANGING STRAWBERY,64,1.45,92.8,12748,UNITED KINGDOM,12,4,1
554106,22437,SET OF 9 BLACK SKULL BALLOONS,20,0.85,17.0,12710,GERMANY,5,6,1
581481,23302,KNEELING MAT HOUSEWORK DESIGN,24,0.79,18.96,17490,UNITED KINGDOM,12,4,1
550539,22293,HANGING CHICK GREEN DECORATION,24,1.45,34.8,13479,UNITED KINGDOM,4,1,1
576329,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,1,0.83,0.83,SIN_CLIENTE,UNITED KINGDOM,11,0,0
574698,23207,LUNCH BAG ALPHABET DESIGN,10,1.65,16.5,14039,UNITED KINGDOM,11,6,1
552493,22456,NATURAL SLATE CHALKBOARD LARGE,1,9.96,9.96,SIN_CLIENTE,UNITED KINGDOM,5,0,1
541362,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.799999999999997,17730,UNITED KINGDOM,1,0,1
571903,22940,FELTCRAFT CHRISTMAS FAIRY,4,4.25,17.0,15754,UNITED KINGDOM,10,2,1
560772,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,0.83,0.83,SIN_CLIENTE,UNITED KINGDOM,7,2,0
540179,22424,ENAMEL BREAD BIN CREAM,1,12.75,12.75,16033,UNITED KINGDOM,1,2,1
550899,22431,WATERING CAN BLUE ELEPHANT,6,1.95,11.7,13505,SWITZERLAND,4,3,1
565442,22452,MEASURING TAPE BABUSHKA PINK,6,2.95,17.700000000000003,12627,GERMANY,9,6,1
568567,21770,OPEN CLOSED METAL SIGN,1,9.96,9.96,SIN_CLIENTE,UNITED KINGDOM,9,1,1
553461,22197,SMALL POPCORN HOLDER,12,0.85,10.2,16316,UNITED KINGDOM,5,1,1
578016,22799,SWEETHEART WIRE FRUIT BOWL,1,8.5,8.5,14506,UNITED KINGDOM,11,1,0
563552,22212,FOUR HOOK WHITE LOVEBIRDS,6,2.1,12.600000000000001,17656,UNITED KINGDOM,8,2,1
541132,84660c,PINK STITCHED WALL CLOCK,1,7.46,7.46,SIN_CLIENTE,UNITED KINGDOM,1,4,0
541259,22371,AIRLINE BAG VINTAGE TOKYO 78,1,4.25,4.25,14404,UNITED KINGDOM,1,6,0
581439,22795,SWEETHEART RECIPE BOOK STAND,1,13.29,13.29,SIN_CLIENTE,UNITED KINGDOM,12,3,1
560079,22659,LUNCH BOX I LOVE LONDON,12,1.95,23.4,15521,UNITED KINGDOM,7,3,1
579307,48185,DOORMAT FAIRY CAKE,2,8.25,16.5,17655,UNITED KINGDOM,11,1,1
560901,22110,BIRD HOUSE HOT WATER BOTTLE,6,2.55,15.299999999999999,12476,GERMANY,7,3,1
560209,22492,MINI PAINT SET VINTAGE,36,0.65,23.400000000000002,15004,UNITED KINGDOM,7,4,1
567307,22379,RECYCLING BAG RETROSPOT,10,2.1,21.0,15078,UNITED KINGDOM,9,0,1
553418,22993,SET OF 4 PANTRY JELLY MOULDS,12,1.25,15.0,18257,UNITED KINGDOM,5,1,1
